time,unit,fuel,output_up
5661,3,Lignite,0.0
5661,4,Nuclear,14.271930044893288
5661,5,Oil,0.0
5661,6,NaturalGas,0.0
5661,7,NaturalGas,0.0
5661,8,HardCoal,0.0
5661,9,HardCoal,0.0
5661,10,Lignite,0.0
5661,11,Lignite,57.440114846532595
5661,12,HardCoal,0.0
5662,1,NaturalGas,0.0
5662,2,NaturalGas,0.0
5662,3,Lignite,0.0
5662,4,Nuclear,78.16044528107527
5662,5,Oil,0.0
5662,6,NaturalGas,0.0
5662,7,NaturalGas,0.0
5662,8,HardCoal,0.0
5662,9,HardCoal,0.0
5662,10,Lignite,0.0
5662,11,Lignite,13.099911846532375
5662,12,HardCoal,0.0
5663,1,NaturalGas,0.0
5663,2,NaturalGas,0.0
5663,3,Lignite,0.0
5663,4,Nuclear,103.87504435385063
5663,5,Oil,0.0
5663,6,NaturalGas,0.0
5663,7,NaturalGas,0.0
5663,8,HardCoal,0.0
5663,9,HardCoal,0.0
5663,10,Lignite,0.0
5663,11,Lignite,0.0
5663,12,HardCoal,0.0
5664,1,NaturalGas,0.0
5664,2,NaturalGas,0.0
5664,3,Lignite,17.790297000000145
5664,4,Nuclear,97.72983015577105
5664,5,Oil,0.0
5664,6,NaturalGas,0.0
5664,7,NaturalGas,0.0
5664,8,HardCoal,0.0
5664,9,HardCoal,0.0
5664,10,Lignite,0.0
5664,11,Lignite,0.0
5664,12,HardCoal,0.0
5665,1,NaturalGas,0.0
5665,2,NaturalGas,0.0
5665,3,Lignite,68.87380499999986
5665,4,Nuclear,58.08841234302735
5665,5,Oil,0.0
5665,6,NaturalGas,0.0
5665,7,NaturalGas,0.0
5665,8,HardCoal,0.0
5665,9,HardCoal,0.0
5665,10,Lignite,0.0
5665,11,Lignite,0.0
5665,12,HardCoal,0.0
5666,1,NaturalGas,0.0
5666,2,NaturalGas,0.0
5666,3,Lignite,70.59111899999985
5666,4,Nuclear,59.41749682249669
5666,5,Oil,0.0
5666,6,NaturalGas,0.0
5666,7,NaturalGas,0.0
5666,8,HardCoal,0.0
5666,9,HardCoal,0.0
5666,10,Lignite,0.0
5666,11,Lignite,0.0
5666,12,HardCoal,0.0
5667,1,NaturalGas,0.0
5667,2,NaturalGas,0.0
5667,3,Lignite,26.55182500000015
